@id,@metadata.@collection,Name,Price,Category
1709b565-4d58-5a8f-a2bf-c31253679cd6,Product,jO0*C#Z$MO%1TG@g#7f,200,!FqsOATqQ%dAemv
38297fe8-a930-542f-95c6-f5be9003ac91,Product,v3B$HdY,200,@stS)uYy*Txx]%kqScg
0557d20b-91ce-5ddb-b634-5d303fda49ef,Product,)TXIRuZ!s4KHN%#n,200,PGbKY
686fa5d1-795d-51fc-8cd5-69392a9f678b,Product,[T!up$ZSh8##Jv]rqW,200,oCzo!qbFgsbAa]hMSoy
5288296e-a188-5e52-aebe-0bc8441946ac,Product,t6&55jM*bpMLhkjiR,200,uf5Dtp%(9Jy
69adcbed-cf12-5f0a-aff3-3ed5f5b94549,Product,7l!1vheY4eqF,200,JeHV@YlW
8dced426-38ae-5ccc-a2e4-f72e9d6acfb7,Product,K*ehxg^OajtyrCOLOmdV,200,dE9Hw
1410d3e1-9d14-5e83-8479-aa4de8388acf,Product,pKl5c,200,bQU02gpD*1VV
836cfe1d-3c74-5f0b-a2ee-a4b16b19ca6f,Product,ZWmikbaoA1p!z1,200,NrciHS!!b
0fa5bd3f-0eaa-5ea3-904f-182fb451448f,Product,ZtLPYW2U0T)n57dOk2N[,200,TmJOw%fOWD
ef8871b6-3750-52e1-b218-97c75331f04e,Product,X8R9Fc2suwq&9NhYP*,200,bPV&akFVGYkw@9
ecdbc15a-c7e0-5dbe-bc6c-84a6371a66c1,Product,L7g71fQtO1*,200,x5lp[9j6!NMGV0M
e37ad39e-d391-5b05-8ff9-21a6be1f97fc,Product,rJ04cnZEKExfefyS@,200,%1c9B#
a1b77137-99e4-5585-b29e-d28f2003c711,Product,P1R[[Jt$ph%Z7lJ,200,%GGE$H2dP@6v
7d0016e2-6bd5-5530-8f20-0f1030c6e6d2,Product,VeW7*30#OTVgYkhi,200,VSo40e]S6b%zL
475b0144-2d9f-517f-8c76-4630dbd62829,Product,O4qi!fa,200,@O(X0On&
f576edbe-04cc-505b-99c5-5643cad0f2d8,Product,QH0VNqA7]&7,200,9YmKR%K
37adb3fe-378f-58b8-b726-7f77297bd08e,Product,y2Ih5$Qhvik#TT,200,unNWWLODUv3[(&NWLfM
cc83e298-29d9-5598-9537-4f655d18a3ad,Product,aXb9V$a9LJ(Lr,200,jXuTEQS#3i#)G7wT
8c00777b-a522-565b-8ec8-5621045d58e9,Product,Eb23zvOYLO),200,OWLT4o8z!TXvZ*Uvwe^x
e33d84bb-c779-509b-9aa5-107e6917fc46,Product,FL3u1E[B@,200,#A!!vhw3^
a0f3999b-f700-57fa-aaf6-23fbd7cc878a,Product,mb&46[kzR8s%yLX,200,A%D$PYF
1a2cdba3-9df1-57ec-b434-976cea6c9a29,Product,l3kL&aIl!AY,200,ODdT&if)J9yIgR]2
c0320667-195b-55ab-9600-060d1494c054,Product,2PdD*)DRW[S,200,4jqQ6
145e80e9-eeff-5c08-b23b-ec7de1cefe9e,Product,Cv*l]sY7Cl9,200,AINN%@y
858af317-b327-5206-bd3e-6d0f5373d3d3,Product,DGq15pNeyBN895aW,200,RKoaL0Qf@UWSV4C[bm%9
43a21e69-cc15-52f7-b881-c34cda207db6,Product,X$XTzBS!Vdg,200,9GepwWr1
e29fd60a-8922-56f3-9c52-cc9125d7328f,Product,WDTsUba$dYn&,200,Ch3DfjH
59d9e453-23fc-5801-872b-d5308e5c169f,Product,9)UR[vVDGtL,200,kLfzescJZORfZm
25223802-60a4-565f-8c56-1edccb8458b2,Product,#C5JyXeWZ6FTr*,200,[mE%W
