@id,@metadata.@collection,Name,Price,Category
1167965d-90d1-5d5a-8953-e5c743b419b0,Product,4HHVu52x6qb9$Ge,200,*W8xtx8%)x
a7817896-ae84-5714-85ba-60ef09162511,Product,ZzS(F8FgB0kwJ,200,iItWrpzXCwj!4MJlT
b9dce519-08b7-52b5-842c-9170f9ef527e,Product,iAxWPQU#5GOX5(V!Rt,200,53o0s8ohRjrM
7dd55cd1-296e-5041-ad3e-b2523c78d0b9,Product,LyqAE5Oi#m114PP!,200,]YDERg!bD$s
102f80b3-6d64-5c24-95af-8f97eda6a7c1,Product,PtdpexbtHzv%p9o^rs4,200,]ttwzO2qcoMV3
9647e46a-0710-56d1-bd74-6dfdb8f4750c,Product,&UK1[,200,Cw]eLN1l$P(KnSjCD
7abc31f3-93e9-5611-adc8-2d23337ce3d3,Product,iNsOtf2BVgYKbQWrK#,200,Un9ytdkUqL6r
42a1a853-9c68-5e99-ab33-613da53b74ed,Product,gnb[cuP^%9V,200,[#(C)1#D9%a4Ul(5i%
8e2c10fe-5a8a-50dc-9664-2836bf61f80c,Product,u8E!xtcxTNXG,200,wD&pLq
cb0365b8-e676-5354-9aa3-a500b7397fc9,Product,xh7]Ie,200,HJHv8%9HVcDLMw*1oI
95518da2-39b5-5fbb-89ef-2b32be4ab755,Product,#ctnOipvtHB#PJOL4VpZ,200,Fo][qr*iG
ea26052b-4457-5715-b4e3-c156ec899df3,Product,&bgwCP,200,8gQjQ6U3TAGnK^Cr!RcB
b9a2da46-5662-5d97-b631-2233c24d7287,Product,Zp&MBeCh6K(B,200,dtq()uSRoYoh
f71526c4-50f3-5645-8c65-14f1e1e42871,Product,LX[BzNVUj]@0oY,200,1*kFm$3
e2923720-6d2a-5e2f-9904-e619460b9633,Product,VYrP(cWX%o,200,wXe%1BrwyG
bb0f02fd-62d6-5363-8225-91694bd32ead,Product,iml$!ulXRC#u9,200,*wDFc)8
60772046-48fa-5fdc-89bc-84242088d813,Product,JdaWhIq#c@qQRh8ztQq,200,yP$L*R4yuAkZm@
a45dcde2-d950-5ea1-a5f0-d06a6cc9d3fa,Product,fRhPzoXmWOh(G19,200,cici52omA^Se5
220d0cce-7696-52f9-a55d-efd368fe6433,Product,MM1uHa,200,MuKf*
31e977ac-9425-53c4-a314-b81d8f078825,Product,2#(JY)soL#g$8,200,8q26S$fVYP[
8f420075-47aa-590a-898f-fbc661e69353,Product,UIw[8vk)U0F3Prb,200,HH)7UA4^KUHZ
445ac91b-69c5-5847-9e3b-584e8223dfc5,Product,l5Tn[c[R[f]JtYf[,200,5K^khTV$
b478c9cb-0991-5d2b-8d31-9c4cddecb975,Product,wHD^AEFI!GP)FOuNXF4,200,Ta$MxC
d86b9c77-213d-5a23-8a76-1db466f28f00,Product,Qd7LRaL&c,200,n(98)aC8BC9Ra]ei[
90553156-a4a6-53f5-9022-c00fff887d4b,Product,K%Lw),200,M[cbxQ%9a9@M3!3pg
3e6d7907-0242-5102-b4d2-a62e8004f0b4,Product,puCEJfOK^e,200,(W)$LlwZ
9499d06b-d52d-5856-935e-98cd47f28f37,Product,3f3&PuvaHqFDnhT0jxxE,200,mOYo2usT3x
2febd3ab-5b31-56bb-b0a9-ba5ed28d13cd,Product,S[TFKjcV,200,@417eDwE
ff88dc8c-2ec7-5f03-939c-7bc441b2ba08,Product,@PVrXNm,200,xrhW$)Cg@KQ[eAMdYH#
b39a6a1e-942e-5217-b9cd-3c063bf6e8b4,Product,[oZ(1R1CqsOQ,200,@Ck@O1F!$m!F9EG01E7E
c856e0cf-61ac-53c1-b9fa-a87c6b60e83f,Product,NuTNUOGn,200,HRnqR11!
7fe3d791-64f0-53b7-ab8f-d3bb164118e5,Product,j4&vfocHCgYSXo6eO,200,n$%AB5JigaRa
bec3e1be-3d06-5d3b-91d4-411d5c45855d,Product,U95g%PcrzEnNjZmA^ok,200,daO1pd5TK
0625486b-b242-536f-8a92-875b0817d3b8,Product,c%UWhtCymfPD%dr,200,(HV[3bfUEnDu3%cb2J
da67df29-9e59-5cc5-acb6-a99c3545cde6,Product,yj8wfN3H7AOsT,200,a3(McLP8gGX
c6f332a7-e668-5a88-a1a9-6722b1737f46,Product,Fe[LQ1H,200,C7A2OVQ2
b68f7b59-d7a0-5511-8852-a2d276f10a39,Product,4hF*95qQyDG,200,0#UU9(edS&CaQ4J1lMK
1c3d14ed-8b2f-560f-b01a-86182bbdf9bc,Product,Rlb[iQUaN$@rWu]Z,200,rq!nQ&*!W61ihdYho
b4703acb-0208-5a33-aee0-3f1fc25fdbc2,Product,vFt#Dh,200,qepKAlXe0bYw7#
7721a8a4-a129-575a-aaf0-19df68378e3a,Product,hnW*fwHBAT@Z(axd,200,l$zGb8XhG&!ICH
142ff7c0-ec65-5a28-9755-8d215ca927f3,Product,Az96eX,200,x]oDrRk
50376840-abe5-51a6-8b26-bfd4c0b83cc8,Product,m3R(%$hrAz13,200,)@Oc)&L5MfM4
c30c10a8-d11c-5ba3-968a-3d71076e5256,Product,RQ1(iwafTHj6a,200,(0m34c
73adb03a-26ee-5ff9-beac-906315e85ed4,Product,XKP!Ki*2,200,iJZ7(X2GSpo
5f74c839-99ce-5c55-8d23-99bcdd91ee6f,Product,aGHfb,200,$*nYMuxEx2Emb#c
d40cb043-79df-56de-9e05-e234b5cd424a,Product,z[2katt$KC%5j,200,olebLM#wi@Ceald*
78609a9a-7190-5ff0-811f-76e6973a2ee5,Product,jsGYR&1,200,1ntHJPTYl[ZiO1
fce8fd17-f08a-5e8c-b3e5-40c6a41d8d1f,Product,9GPww4#tdt0F0$6##6,200,S2W^x
1597c72f-37b7-5255-9fdb-c7a645483071,Product,RZ6q14z(yYEmQ7rRdPFL,200,fz$qfIw5^E@&
11876446-36d4-5111-b9d0-b521fa3f767e,Product,*in9$QI(F6yE$MQv2,200,4W5GSzg
f6f30df8-ec39-5715-b4bd-fc0c9e0430d0,Product,K]trk@f[dm,200,Ch4vnO9K!qC((lHVY
a8db6ee5-c3d6-58fb-9cec-30855a99b682,Product,6Ri2m,200,6N6WteoXWpOWOI78Orj]
b67f03a3-bab4-5ec4-95fa-1189b7da1400,Product,]1Bf1&E4I,200,o$nWu*9i*RlP
27e8f63a-8c88-5882-ae87-61c3524a059b,Product,i@)FLQJ5&2JDiISl,200,X0IM$L*
e894c87b-360b-5f62-9ad2-4df96e251bbb,Product,EpdNEpC,200,O%kBx9N1M@v]fwfqh9
d1a70c6c-b977-5234-a816-bdb395921995,Product,NP&pt&*YQ2e4gE$sUlQb,200,RebzFyYLzVp*fpAu5[Jg
c0558feb-1c73-503e-ae1e-32e8b3bd739a,Product,Y2&t3EzFzCt,200,BBHrwzD2!6yr*xV
d6978f3c-5d86-5e9d-b95f-3404ed45b848,Product,S#v8kQkC,200,K[IM!vgniVZ%F
18b4c12e-92f2-5d18-80ec-c6e79f8818ac,Product,#GpQK9]4,200,G2Wj$li$bX*fNtO
b1eb35ef-3587-53e4-89e1-a87882196d44,Product,VZmrM%g$UEOTE,200,Cq66T
04a6632f-0202-58e2-bf04-85d837170f01,Product,&rdE9j1g$wtnX,200,hfoG57AtCS#y&M9g^
c94363f2-d5a7-5a8c-ace1-f7f2fad0ce67,Product,h@[eDW,200,Iye8wTo5k
0be64894-12d3-55d4-bd79-5d342ebbcffc,Product,]wDC@30h$wNa6RLR7%,200,(KdOm#
9e045b99-96db-5b9e-98c9-97f2e6d79d55,Product,pHy($Ao1HtvApZ[fGn,200,td9iATpn5bbM
90db19e3-8bf8-5d13-b119-287a0eb0d9d1,Product,b5tj7IeL,200,kuudj@Wa4yw$QUwuWX3
d10f6102-d7f8-5619-8c45-e40b82e04d13,Product,njVWBZbEq@1f,200,JXMHbDFNCSh[YM&
749e86ea-d020-5275-981d-b88d1ce3d719,Product,t8V8kgZ7aux,200,RG05wtA&ElM^6%)Adv
6f63c174-d66f-5a08-9c90-13ba7d99ca0f,Product,BZXP6,200,9ptbCq*qOKPRnMwb^Ll9
